invivo.poolA_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Efhd2	4	0.54137	0.45263	0.963106	2026	0	-0.20962	0.75731	0.79803	1.0	2784	0	-0.20962
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm7027_Gm8606_Rpl6	1	0.54206	0.51	0.979477	2027	0	0.83249	0.45794	0.49	1.0	1752	0	0.83249
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	St8sia1	4	0.54212	0.45263	0.963106	2028	0	-0.79481	0.60651	0.6436	1.0	2237	0	-0.79481
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tnfsf4	4	0.54227	0.45263	0.963106	2029	0	-0.5289	0.29357	0.40522	1.0	1294	1	-0.5289
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pigh	4	0.54242	0.45263	0.963106	2030	0	1.2999	0.074269	0.14553	1.0	494	2	1.2999
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cyp2a12	2	0.54254	0.47282	0.979477	2031	0	1.549	0.0072113	0.015324	0.972146	83	1	1.549
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Piga	4	0.54332	0.45263	0.963106	2032	0	0.34079	0.055449	0.12339	1.0	399	2	0.34079
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Kcnmb4	1	0.54335	0.51097	0.979477	2033	0	0.4167	0.45665	0.48903	1.0	1747	0	0.4167
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Acsbg2	4	0.54362	0.45263	0.963106	2034	0	1.7108	0.014309	0.039369	0.995965	156	3	1.7108
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Alpi	4	0.54422	0.45263	0.963106	2035	0	-0.84561	0.80844	0.84749	1.0	3005	0	-0.84561
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cdan1	4	0.54452	0.45263	0.963106	2036	0	-0.32804	0.71238	0.74382	1.0	2625	0	-0.32804
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pbx1	4	0.54497	0.45263	0.963106	2037	0	2.4076	0.0057722	0.019873	0.972146	69	3	2.4076
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc1a1	4	0.54542	0.45525	0.963425	2038	0	-0.27872	0.82711	0.86211	1.0	3088	0	-0.27872
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Lamp3	4	0.54572	0.45525	0.963425	2039	0	-0.13427	0.78931	0.82506	1.0	2925	0	-0.13427
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	B3gnt5	4	0.54587	0.45525	0.963425	2040	0	0.074492	0.21922	0.34518	1.0	1104	1	0.074492
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Nkx6-2	4	0.54617	0.45525	0.963425	2041	0	1.0862	0.063902	0.13294	1.0	445	2	1.0862
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Zfp110	4	0.54632	0.45525	0.963425	2042	0	1.8333	0.0075335	0.025771	0.972146	86	3	1.8333
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Nod1	4	0.54646	0.45526	0.963425	2043	0	0.21159	0.09132	0.1641	1.0	580	2	0.21159
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mafb	4	0.54661	0.45526	0.963425	2044	0	-1.2122	0.94228	0.95766	1.0	3554	0	-1.2122
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc1a3	4	0.54691	0.45526	0.963425	2045	0	-0.53508	0.72036	0.75423	1.0	2648	0	-0.53508
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Hspg2	4	0.54721	0.45526	0.963425	2046	0	-1.1435	0.99236	0.9965	1.0	3769	0	-1.1435
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm6204_Rps14	1	0.54733	0.51933	0.979477	2047	0	0.71457	0.45267	0.48067	1.0	1734	0	0.71457
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	A4galt	4	0.54781	0.46034	0.970831	2048	0	0.053062	0.58138	0.62086	1.0	2137	1	0.053062
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ppih	4	0.5484	0.46034	0.970831	2049	0	-0.19794	0.12628	0.2094	1.0	754	1	-0.19794
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc45a3	4	0.54855	0.46034	0.970831	2050	0	1.5722	0.023688	0.071981	1.0	226	2	1.5722
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Casr	4	0.549	0.46034	0.970831	2051	0	-0.18204	0.24448	0.36579	1.0	1174	1	-0.18204
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Sgsh	4	0.54944	0.46298	0.973042	2052	0	-1.406	0.99477	0.99779	1.0	3779	0	-1.406
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Hibch	4	0.55004	0.46298	0.973042	2053	0	-0.33111	0.63114	0.6674	1.0	2325	0	-0.33111
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Sult2a1	3	0.55016	0.47781	0.979477	2054	0	-0.73814	0.71661	0.76363	1.0	2639	0	-0.73814
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cmah	4	0.55018	0.46299	0.973042	2055	0	-0.27602	0.40419	0.46878	1.0	1594	1	-0.27602
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cd5	4	0.55033	0.46299	0.973042	2056	0	-0.18664	0.78729	0.82506	1.0	2919	0	-0.18664
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Spag5	4	0.55048	0.46299	0.973042	2057	0	0.90776	0.092637	0.16601	1.0	589	2	0.90776
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	AV320801_Gm15023_Gm5128_Gm7903	2	0.55055	0.48299	0.979477	2058	0	-0.1761	0.66788	0.70116	1.0	2471	0	-0.1761
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pex3	4	0.55063	0.46299	0.973042	2059	0	0.048581	0.11598	0.19772	1.0	697	1	0.048581
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Lce1e_Lce1f_Lce1g	1	0.55104	0.52225	0.979477	2060	0	0.41863	0.44896	0.47775	1.0	1722	0	0.41863
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm10693_Pira1_Pira2	1	0.55111	0.52225	0.979477	2061	0	0.34217	0.44889	0.47775	1.0	1721	0	0.34217
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Col12a1	4	0.55122	0.46555	0.974601	2062	0	-0.96591	0.97667	0.98639	1.0	3692	0	-0.96591
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cyp2a5	3	0.55123	0.48173	0.979477	2063	0	-0.56201	0.074339	0.1336	1.0	495	1	-0.56201
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ldc1	4	0.55137	0.46555	0.974601	2064	0	1.6575	0.011235	0.032775	0.972146	124	2	1.6575
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Keg1	4	0.55181	0.46555	0.974601	2065	0	-0.5866	0.66861	0.70369	1.0	2474	0	-0.5866
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Nat8f3_Nat8f6	1	0.55185	0.52225	0.979477	2066	0	0.47475	0.44815	0.47775	1.0	1716	0	0.47475
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Nos1ap	4	0.55196	0.46555	0.974601	2067	0	-0.24274	0.85097	0.8807	1.0	3181	0	-0.24274
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm14303_Gm7079_Rps29	1	0.55199	0.52225	0.979477	2068	0	1.0827	0.44801	0.47775	1.0	1715	0	1.0827
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Alad	4	0.55255	0.46555	0.974601	2069	0	0.22993	0.74794	0.79049	1.0	2750	0	0.22993
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Prpf40b	4	0.5527	0.46555	0.974601	2070	0	-0.19981	0.45829	0.50638	1.0	1753	1	-0.19981
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Galntl5	4	0.55314	0.46555	0.974601	2071	0	0.13338	0.54062	0.5886	1.0	2010	1	0.13338
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tsc22d4	4	0.55344	0.46555	0.974601	2072	0	1.77	0.061006	0.13137	1.0	432	2	1.77
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Dynll1_Gm34967	1	0.55361	0.52545	0.979477	2073	0	1.1023	0.44639	0.47455	1.0	1706	0	1.1023
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc26a4	4	0.55447	0.47067	0.979477	2074	0	1.3358	0.21562	0.34333	1.0	1095	1	1.3358
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cd209g	1	0.55496	0.52545	0.979477	2075	0	0.31938	0.44504	0.47455	1.0	1702	0	0.31938
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Nit2	4	0.55506	0.47067	0.979477	2076	0	-1.402	0.99723	0.99879	1.0	3794	0	-1.402
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn2r33_Vmn2r38	2	0.55506	0.49036	0.979477	2077	0	-0.067772	0.63676	0.67134	1.0	2354	0	-0.067772
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Serpinb6c	4	0.55565	0.47319	0.979477	2078	0	1.2238	0.064688	0.13464	1.0	453	2	1.2238
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Alyref_Gm20765_Gm21293_Gm21304_Gm21312_Gm4340_Gm6763_Gm8764	1	0.55577	0.5274	0.980428	2079	0	0.46044	0.44423	0.4726	1.0	1701	0	0.46044
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rps27a	4	0.55609	0.47319	0.979477	2080	0	0.52507	0.75657	0.79802	1.0	2780	0	0.52507
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Septin2	4	0.55624	0.47319	0.979477	2081	0	-0.46656	0.38716	0.46319	1.0	1527	1	-0.46656
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ahcyl2	4	0.55653	0.47319	0.979477	2082	0	-1.0984	0.9504	0.96237	1.0	3598	0	-1.0984
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ksr2	4	0.55668	0.47319	0.979477	2083	0	-0.21703	0.85513	0.88483	1.0	3196	0	-0.21703
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Serpinb6a	4	0.55697	0.47319	0.979477	2084	0	-0.54072	0.96765	0.97868	1.0	3652	0	-0.54072
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Alyref2	4	0.5577	0.47558	0.979477	2085	0	0.80653	0.45607	0.50452	1.0	1744	1	0.80653
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rab22a	4	0.558	0.47559	0.979477	2086	0	0.42828	0.66135	0.69696	1.0	2444	0	0.42828
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Scn1a	4	0.55814	0.47559	0.979477	2087	0	-0.64459	0.91114	0.93009	1.0	3417	0	-0.64459
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tg	4	0.55873	0.47811	0.979477	2088	0	0.42868	0.30577	0.41631	1.0	1329	1	0.42868
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm5434_Ube2f	1	0.55888	0.53043	0.981483	2089	0	0.32368	0.44112	0.46957	1.0	1696	0	0.32368
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Sort1	4	0.55902	0.47811	0.979477	2090	0	-0.42037	0.46845	0.51775	1.0	1787	1	-0.42037
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Kng2	4	0.55917	0.47811	0.979477	2091	0	0.75715	0.54392	0.5925	1.0	2018	1	0.75715
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Nup155	4	0.55931	0.47811	0.979477	2092	0	-0.6926	0.85551	0.88483	1.0	3197	0	-0.6926
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mrpl24	4	0.55946	0.47811	0.979477	2093	0	0.42493	0.83661	0.86846	1.0	3121	0	0.42493
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Btg4	4	0.5599	0.47811	0.979477	2094	0	1.644	0.0088197	0.028084	0.972146	98	3	1.644
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Acta2	4	0.56019	0.4807	0.979477	2095	0	-0.51299	0.78864	0.82506	1.0	2922	0	-0.51299
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vps26b	4	0.56092	0.4807	0.979477	2096	0	-0.73989	0.48144	0.5309	1.0	1824	1	-0.73989
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pcna_Pcna-ps2	2	0.56099	0.49624	0.979477	2097	0	0.90835	0.38443	0.4207	1.0	1517	0	0.90835
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mrpl2	4	0.56106	0.4807	0.979477	2098	0	-1.2613	0.73611	0.77644	1.0	2703	0	-1.2613
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	F7	4	0.56121	0.4807	0.979477	2099	0	-0.65749	0.67517	0.7086	1.0	2492	0	-0.65749
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Nlrp1b	4	0.56135	0.4807	0.979477	2100	0	-0.64176	0.85488	0.88483	1.0	3195	0	-0.64176
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pofut2	4	0.56164	0.48324	0.979477	2101	0	0.19242	0.81584	0.85367	1.0	3043	0	0.19242
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tff1	2	0.56197	0.49914	0.979477	2102	0	0.25348	0.45645	0.48714	1.0	1746	0	0.25348
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rxfp1	4	0.56208	0.48547	0.979477	2103	0	-0.87023	0.96167	0.97288	1.0	3633	0	-0.87023
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Sv2b	4	0.56223	0.48547	0.979477	2104	0	-0.13176	0.15138	0.2622	1.0	868	1	-0.13176
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Brat1	4	0.56237	0.48547	0.979477	2105	0	1.604	0.0095255	0.028753	0.972146	107	3	1.604
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Snx24	4	0.56252	0.48547	0.979477	2106	0	-0.087668	0.28731	0.39602	1.0	1280	1	-0.087668
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Eef1g	2	0.56295	0.50073	0.979477	2107	0	0.16434	0.60585	0.64609	1.0	2234	0	0.16434
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gabrg1	4	0.56368	0.48795	0.979477	2108	0	-0.64405	0.74736	0.79049	1.0	2748	0	-0.64405
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Hsd17b10	4	0.56382	0.48795	0.979477	2109	0	1.2925	0.63648	0.66926	1.0	2352	0	1.2925
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cd63	4	0.56426	0.48795	0.979477	2110	0	-0.98803	0.64859	0.68855	1.0	2398	0	-0.98803
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Grik3	4	0.5644	0.48795	0.979477	2111	0	1.0618	0.015706	0.042044	1.0	162	2	1.0618
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rpl31-ps12	3	0.56451	0.50119	0.979477	2112	0	0.83374	0.085071	0.15579	1.0	553	1	0.83374
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	F9	4	0.56455	0.48795	0.979477	2113	0	0.2838	0.4248	0.48021	1.0	1648	1	0.2838
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cyp21a1	4	0.56469	0.48795	0.979477	2114	0	0.34446	0.18187	0.30305	1.0	988	2	0.34446
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cd209f_Cd209g	6	0.56477	0.43282	0.952526	2115	0	-1.4264	0.9953	0.99749	1.0	3782	0	-1.4264
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	F5	4	0.56484	0.48795	0.979477	2116	0	1.5309	0.18667	0.31324	1.0	1013	2	1.5309
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Bhmt2	4	0.56498	0.48795	0.979477	2117	0	-0.89273	0.7712	0.81128	1.0	2839	0	-0.89273
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ranbp3l	4	0.56541	0.48795	0.979477	2118	0	-0.79672	0.78139	0.82279	1.0	2885	0	-0.79672
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc6a1	4	0.56556	0.48795	0.979477	2119	0	-0.37505	0.44539	0.49508	1.0	1703	1	-0.37505
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Taar8a	3	0.56567	0.50298	0.979477	2120	0	0.89239	0.44884	0.49808	1.0	1720	1	0.89239
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Col9a1	4	0.5657	0.48795	0.979477	2121	0	0.65446	0.33726	0.42774	1.0	1393	1	0.65446
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Snrpg	3	0.56614	0.50492	0.979477	2122	0	1.8065	0.60736	0.64159	1.0	2240	0	1.8065
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm17330_Gm38699_Gm40847_Gm40862_Gm40864_Gm4101_Gm4983	1	0.5665	0.53965	0.990105	2123	0	0.94544	0.4335	0.46035	1.0	1676	0	0.94544
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ppox	4	0.56657	0.48795	0.979477	2124	0	-0.78558	0.97781	0.98658	1.0	3700	0	-0.78558
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cyp11a1	4	0.567	0.48795	0.979477	2125	0	-0.53104	0.87035	0.8949	1.0	3254	0	-0.53104
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Soat2	4	0.56758	0.48795	0.979477	2126	0	-0.94105	0.19974	0.3303	1.0	1055	1	-0.94105
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ccdc6	4	0.56787	0.48795	0.979477	2127	0	0.2346	0.0047178	0.018072	0.972146	61	1	0.2346
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ryr3	4	0.56801	0.48795	0.979477	2128	0	0.37588	0.21899	0.34518	1.0	1103	1	0.37588
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pex19	4	0.56815	0.48795	0.979477	2129	0	-0.52115	0.96586	0.97636	1.0	3645	0	-0.52115
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm6863_Naca	1	0.5686	0.54164	0.990105	2130	0	0.86416	0.4314	0.45836	1.0	1671	0	0.86416
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mtnr1a	4	0.56873	0.48795	0.979477	2131	0	-1.0851	0.19769	0.32834	1.0	1050	1	-1.0851
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Wt1	4	0.56887	0.48795	0.979477	2132	0	0.37849	0.37548	0.45196	1.0	1489	1	0.37849
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Kcnj6	4	0.56902	0.48795	0.979477	2133	0	-0.94123	0.99001	0.99518	1.0	3753	0	-0.94123
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Msh6	4	0.56916	0.48795	0.979477	2134	0	-0.094249	0.0063315	0.020245	0.972146	74	1	-0.094249
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pcca	4	0.5693	0.48795	0.979477	2135	0	-0.041805	0.47979	0.5309	1.0	1819	1	-0.041805
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Il1rl1	4	0.56959	0.49045	0.979477	2136	0	1.4543	0.048904	0.11763	1.0	365	2	1.4543
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Man2b1	4	0.56988	0.49045	0.979477	2137	0	-0.25502	0.61569	0.65291	1.0	2269	0	-0.25502
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cela3b	4	0.57045	0.49045	0.979477	2138	0	0.57589	0.83466	0.86846	1.0	3115	0	0.57589
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Chst15	4	0.5706	0.49045	0.979477	2139	0	-1.1635	0.61661	0.65479	1.0	2273	0	-1.1635
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pycr2	4	0.57102	0.49045	0.979477	2140	0	0.55978	0.6314	0.6674	1.0	2326	0	0.55978
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm11451_Hacd1	1	0.57123	0.54363	0.991112	2141	0	0.57492	0.42877	0.45637	1.0	1661	0	0.57492
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Smc1a	4	0.57145	0.49045	0.979477	2142	0	-0.42119	0.94923	0.96161	1.0	3591	0	-0.42119
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rnf41	4	0.57217	0.49045	0.979477	2143	0	0.52489	0.43666	0.48957	1.0	1685	1	0.52489
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Actn2	4	0.5726	0.49045	0.979477	2144	0	-0.56549	0.47581	0.52511	1.0	1807	1	-0.56549
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Nxph4	4	0.57274	0.49045	0.979477	2145	0	0.17009	0.49614	0.54006	1.0	1860	1	0.17009
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Inpp5a	4	0.57331	0.49045	0.979477	2146	0	0.79481	0.41366	0.48021	1.0	1621	1	0.79481
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tat	4	0.5736	0.49045	0.979477	2147	0	1.1873	0.48177	0.5309	1.0	1826	1	1.1873
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rab27b	4	0.57402	0.49045	0.979477	2148	0	0.93716	0.5736	0.61902	1.0	2111	1	0.93716
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mgat4b	4	0.57417	0.49045	0.979477	2149	0	0.034384	0.036358	0.097843	1.0	309	1	0.034384
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pip4p2	4	0.57502	0.49045	0.979477	2150	0	-0.00099505	0.52921	0.57544	1.0	1965	1	-0.00099505
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Acot4	4	0.57545	0.49045	0.979477	2151	0	-0.20183	0.88369	0.90479	1.0	3313	0	-0.20183
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Setd1a	4	0.57559	0.49045	0.979477	2152	0	-0.79759	0.063901	0.13294	1.0	444	1	-0.79759
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Med14	3	0.57581	0.50874	0.979477	2153	0	2.5428	0.088579	0.15927	1.0	566	2	2.5428
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tyr	4	0.57587	0.49045	0.979477	2154	0	1.162	0.45487	0.50452	1.0	1741	1	1.162
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Nmbr	4	0.57601	0.49045	0.979477	2155	0	1.6368	0.10741	0.19132	1.0	657	2	1.6368
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pkp2	4	0.5763	0.49045	0.979477	2156	0	1.022	0.25384	0.36774	1.0	1195	1	1.022
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn1r173_Vmn1r174	1	0.57656	0.54762	0.993155	2157	0	0.46318	0.42344	0.45238	1.0	1644	0	0.46318
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gpt	4	0.57658	0.49045	0.979477	2158	0	1.0661	0.18042	0.30305	1.0	982	2	1.0661
invivo.poolB_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tomm7	4	0.57715	0.49045	0.979477	2159	0	-0.27404	0.59003	0.62847	1.0	2167	1	-0.27404
